userName;score;label;at;content
Jedi Pribowo;5;Positif;11/10/2023 23.27;Mantap
Tami Wijaya;5;Positif;11/10/2023 23.07;Sya pokus di Indriver alhamdulilah bisa terbantu penghasilan trmksh indriver
david marbun;1;Negatif;11/10/2023 22.01;Ini gmn aplikasi y muter2 ga jelas
Agam Shalahuddin;2;Negatif;11/10/2023 21.27;Saldo saya kenapa tidak kembali padahal penumpangnya yg cancel orderanya
Yoga Suhendar Priyatno;1;Negatif;11/10/2023 20.48;Update ngaco masa penilaian bintang jadi 2,3 yang tadinya 4,9
Arfin Jasmine;5;Positif;11/10/2023 19.59;Perbaiki maps diantara motor dan mobil, karena maps motor ikut ke mobil. Lebih teliti bikin aplikasi nya, sukses Indriver!
Achmad Sahal;1;Negatif;11/10/2023 19.44;Aplikasi sering crash,jadi sepi order
virgil grey;1;Negatif;11/10/2023 16.52;'TERJADI KEMUNDURAN SISTEM MAKANYA BANYAK YANG LARI KE APLIKASI LAIN TERLIHAT JELAS LAIN MAKIN MAJU INDRIVE MAKIN MUNDUR,KALIAN TERLALU FOKUS PADA PENUMPANG SAMPAI KALIAN LUPA PARA DRIVER MAKIN SENGSARA,MAKANYA BANYAK PENGUNA INDRIVE YANG PINDAH KE APK LAIN KARNA CUSTOMER JUGA JADI BINGUNG!!!!
Agung Purnama;5;Positif;11/10/2023 16.02;Mantap luar biasa semenjam Update ke versi terbaru tiap ada orderan keluar waktu terus 😂 jadi kalah lelang terus
Kurniawan Indra;1;Negatif;11/10/2023 15.57;Ini koq indrive jadi lemot ya, daftar pencarian order loading terus, gak kaya versi sebelumnya bisa liat daftar permintaan kapan saja yang bisa kita pilih dari order tersedia, terus kalau masuk orderan gak ke cocol, hilang gitu aja karena di daftar permintaan order gak terbuka juga. Lalu fitur penawaran driver pun hilang hanya bisa memilih harga yg ditentukan aplikasi, otomatis 1 poin moto kebebasan ditangan anda hilang dong karena harga terikat apk.
Anjar Anas;1;Negatif;11/10/2023 15.55;Aplikasi gak jelas, suspen kagak blokir kagak tapi gak. Bisa login aneh. Rada lain nih aplikasi seribet ini dari pada aplikasi ojek online lainya. Email ratusan kali gak ada respon sampah nih aplikasi
Ahkasatriajizildjian;5;Positif;11/10/2023 15.30;Nice
Azhat Al-haitamy;1;Negatif;11/10/2023 15.27;Critical update bikin gak jelas...udah bagus2 pake sistem autobid...malah d ganti2 mulu
mochammad ardiansyah;1;Negatif;11/10/2023 15.15;Perubahan interface tidak dibarengi fairnya mitra pengemudi dapat order, jarak 300m masih sulit dapat order langsung, masih jalan ditempat aplikasi ini, msh belum ada revolusi, menguntungkan driver yg pakai aplikasi tambahan
Fajjar DiSorDeR GrinDViruS;2;Negatif;11/10/2023 15.06;Update terbaru versi 5.48.0 banyak bug, untuk orderan terdekat 50m masa estimasi penjemputan 5 menit, Sedangkan jarak 1.8 km 3 menit. Sangat luar binasa...
4de pratama;1;Negatif;11/10/2023 15.00;Bagus, cuman untuk driver baru, order sangat susah
Aldi lutfi Pratama;5;Positif;11/10/2023 14.51;Kenapa jumlah perjalanan tidak bertambah???
Hapif Fauzie;1;Negatif;11/10/2023 14.47;Untuk apl pendatang baru, sejauh ini sdh lumayan, tp sayang...jarak jemput nya terlalu jauh, jarak jemput lebih jauh dari pada tujuan penumpang. Dan juga berebut order dr driver lain, saran sy sih lebih baik driver yg terdekat dari titik yg order. Mohon di perbaiki lg admin/pengembang, makasih sukses selau ...
Alfi Husain;5;Positif;11/10/2023 14.28;Sudah cukup bagus,tolong untuk sistem autobyte di sama ratakan untuk semua driver
Muhamad Ramdan (Ramdan);5;Positif;11/10/2023 14.19;Alhamdulilah hasil dari apl indriver bisa bwt nabung
Asep Warnadie;1;Negatif;11/10/2023 14.13;Aplikasinya skrng tdk bisa berjalan di android 7 saat di on kan selalu kembali off. Mohon aplikator untuk diperbaharui lagi agar bs berjalan di android 7
Ghomy Chan;1;Negatif;11/10/2023 14.02;Aplikasi tergoblok.. Penumpang cancel saldo ilang.... Itulah kenapa sekarang banyak order fiktif... Aplikasi pembunuh topup driver
Zalun;1;Negatif;11/10/2023 13.57;Kebanyakan bug. Kebanyakan fiktif.semua tidak sesuai dengan program .
Dannar Morero;1;Negatif;11/10/2023 13.57;Perbaharui bukan makin bagus malah makin ancur dan nyusahin driver aja..
yugky firmansyah;1;Negatif;11/10/2023 13.34;parah amat, penumpang yg cencel dan waktu penjemputan belum habis masa saldo driver tetap ke potong, ini merugikan driver
supriyatna supriyatna;5;Positif;11/10/2023 13.32;Kenapa setelah aplikasi update saya belum online. Selalu offline terus.saya geser ke online mu culnya terompet hijau? Kenapa ya? Trm ksh Jd stlh update akun sy selalu offline/merah tidak online/hijau saat sy geser ke online tidak bisa2.trm ksh
Widdy Trinurwinda;1;Negatif;11/10/2023 13.30;Di update malah bikin susah order, driver terus direkrut tanpa ada batasan sehingga semakin besar persaingan dapet order, radius untuk dapat order semakin pendek karena penumpang pilih driver yg paling Deket dan paling pertama muncul diaplikasinya. Klo indrive ada sistem autobid seharusnya penumpang juga tidak bisa pilih sendiri drivernya tapi automatis juga oleh sistem yg pilih.
MARDIANSYAH PRAMUDITA;5;Positif;11/10/2023 13.29;Critical Update MANTAP...BASMI TERUS PENGGUNA MOD/BOT min LANJUTKAN
opni utang;1;Negatif;11/10/2023 13.26;Pembaharuan Aplikasi semakin tidak jelas Saldo saya terpotong tidak bisa dikembalikan CS fiktif semakin banyak dan dan juga Tidak ada tanggapan Dari in driver sendiri...dan banyak sekali aplikasi pemalsuan jarak penjemputan CS dan driver Sistem kerja Aplikasi indeiver Tidak profesional..
Riski Bayu Anggoro;1;Negatif;11/10/2023 13.15;Indrive makin lama makin hancur susah banget dapat orderan. Jangan sampai ada yg beli jaket lagi kalo systemnya masih kayak gini
Rizki Purnama;2;Negatif;11/10/2023 13.12;Bug permintaan terbaru tidak bisa diambil
Yuno 22;5;Positif;11/10/2023 13.10;Kenapa di akun saya gak nambah jumlah ordernya...padahal dapat penumpang trs
roy mustafa;2;Negatif;11/10/2023 13.07;Min setelah aplikasi di update, kok sy gak bisa top up dana yah di aplikasi indrive? Layarnya blank outih aja terus. Udah gitu sy gak bisa chat di menu dukungan. Mohon pencerahannya nih min 🙏🙏
romdoni ghani;1;Negatif;11/10/2023 13.01;Di update malah tambah ngga bener, menyusahkan driver dpt order dan berbahaya harus cocol orderan. BAHAYA!
Sam Rabbani;1;Negatif;11/10/2023 12.55;Payaah semenjak critical update peringkat saya menjadi high , percumaaa saya beli atribuuut untuk mendapatkan prioritas
Akbar Fateh;5;Positif;11/10/2023 12.25;Frekwensi kerja rendah,,,, iyalah rendah,GK pernah di masukin ke lelang orderan,,, dasar perusahaan TOLOL
Febri Iskandar;1;Negatif;11/10/2023 12.24;Tampilan baru yang saya dapat malah sulit mencari orderan, maps kdang tidak jalan, riwayat perjalanan tidak bertambah pada hal onbid terus dan satu lagi para driver suka banyak yang membuat opik (ORDERAN FIKTIF) sekarang!!! Memang saldonya balik lagi kekita tetapi hari itu juga saya tidak bisa narik dikarenakan saldo saya minus karna opik tersebut!!! Dimohon untuk pihak indriver juga bertindak tegas sama para driver yang suka membuat opik tersebut!!! Minimal suspen yang lamaa!!!
Cori Lestarii;5;Positif;11/10/2023 12.09;Ok
rina rostiani;5;Positif;11/10/2023 12.08;sangat membantu. dengan tatif yg kompetitif
zaenal irul;1;Negatif;11/10/2023 11.59;Di bagusin lagi aplikasi nya,,biar ga pada pake moodd
Rosiman Iman;4;Positif;11/10/2023 11.54;Blm dapat orderan baru pemula
Fretty Simbolon;5;Positif;11/10/2023 11.49;abng itu baik dan ramah
Dedi Sunyoto;1;Negatif;11/10/2023 11.30;Ini indrive tambah edan lagi ,masa dari bandara ke Bogor sekarang sudah nggak bisa order lagi ..lah mau gimana ini driver cari cuan kalau begini cara nya banyak pelanggan yg lari ini..udah aplikasi sekarang sepi tambah lagi aturan system' kaya gini .akhirnya banyak penumpang pakai taxi lain di bandara ..ini maksudnya gimana,Bogor aja harus order antar kota... Padahal kita tau sendir singkatan JABODETABEK ( jakarta,Bogor,Depok, Tangerang, Bekasi) Hawdeh indrive lucu dah... RUNGKAD
Octavianus K;5;Positif;11/10/2023 11.27;Kali ini lebih baik dari sebelumnya
Dedi Sunyoto;1;Negatif;11/10/2023 11.22;Setelah update versi terbaru ,indrive jadi susah bgt dapat order .hampir semua driver mengeluh karena para pelanggang memang lari ke aplikasi lain dengan adanya update versi yg terbaru secara tidak langsung mengurangi jumlah pelanggan
Evan Soerya;2;Negatif;11/10/2023 11.13;Sering di update Susah cari orderan penumpang
Abas Lobud;5;Positif;11/10/2023 11.11;Agen lama sekali membalas keluhan kita,,,,kacauu..
Raksa Mileniaga Rukmana;1;Negatif;11/10/2023 10.50;Gak manusiawi
Aep Wahyudin;5;Positif;11/10/2023 10.47;Mantap
ighan gunawan;1;Negatif;11/10/2023 10.40;Tetap ga bunyi jarak dekat apalagi jauh
SUSANTO;5;Positif;11/10/2023 10.29;ok
tubagus farhan;1;Negatif;11/10/2023 10.11;Inti nya aneh.
Nazwa Amelia4;2;Negatif;11/10/2023 10.11;Indriver tolong perbaiki sistemnya dengan benar, makin susah aja dapet orderan. jangan menyusahkan driver.
Inka Sweety21;5;Positif;11/10/2023 10.08;ok good
Fajar saepullah;1;Negatif;11/10/2023 10.03;KANTOR TIDAK ADA. ORDERAN PIKTIF MERAJELA. SISTEM GAJELAS PEMBATALAN DI POTONG SALDO.
Arif Kurniawan;1;Negatif;11/10/2023 09.27;Gw cmn pen ngomong ke indriver itu it indrive masih tahap awal magang pemograman ya kok status order jga gak ada dptnya yang jauh trs jarak deket gak pernah dikasih, mana ada critical apa coba yang batalin penumpang yang kena batunya driver saldo kepotong gimana gak rugi coba?, pengembaliannya jga terbilang lama ampe seminggu bisa dibilang, hadeh.
SENDI NUROCHMAN;1;Negatif;11/10/2023 09.11;Loba error
Dede conde;1;Negatif;11/10/2023 08.50;Aplikasi sangat merugikan driver orderan gak di jalani saldo terpotong makan aja terus tuh duit haram dari potongan saldo driver yg orderannya telah di batalkan tapi saldonya di malah di potong
suryana Kampak;1;Negatif;11/10/2023 08.45;Aplikasi ga bisa login
Rein Reinard;1;Negatif;11/10/2023 08.44;Admin slow respon, orderan saya status di terima, massa gk ada respon adminnya, tolong fast respon klo gk ada mitra indriver bisa apa?
Rani Eva;1;Negatif;11/10/2023 08.34;"Jarak menit dan jarak di peta tidak sesuai... Notifnya 1 menit tapi ditungguin lama nda muncul""... Di peta masih jauh... Nungguin sama anak kecil 2 di panas"" dan keringatan akhirnya saya batalin pesan grab... Driver indrivenya malah nungguin saya dan ngomel"" gak boleh batalin begitu... Saya blg saya liat masih jauh... Sementara saya mau antar anak les sudah mau terlambat... Saya jalan dgn grab mobil di salip dan dia berhenti... Saya sampai ketakutan..."
Lifi Fahrizal;1;Negatif;11/10/2023 08.28;buruk sekali pelayananya
Niki Purnama Rizki;1;Negatif;11/10/2023 08.27;Chat dukungan lambat sekali kau
Alwi Alfiansyah;1;Negatif;11/10/2023 08.25;Aneh, banyak orderan fiktif bdnyak pembatalan order oleh penumpang, akun jadi kacau susah dpt orderan lagi, skalinya dpt gk nambah riwayat jalannya. Mhon d perbaiki anj.
Anastasya rock ' & ' rolls;1;Negatif;11/10/2023 08.12;Aplikasi cacad
Dimas Adyaraka;5;Positif;11/10/2023 08.11;Alhamdulillah sampai dgn selamat, trimakasih
Hevi sih Prabowo;1;Negatif;11/10/2023 08.07;Aplikasi Opi iki ,gak oleh oleh penumpang
Posty;1;Negatif;11/10/2023 07.37;Mohon aplikasi ini di boikot di indonesia karena merugikan driver,
Abdulatif Hasan;5;Positif;11/10/2023 07.35;Mantap👍
Firda Nur khalifa;5;Positif;11/10/2023 07.32;indri emangg ok sangant membantu
Moh Fajrul Mutaqin;1;Negatif;11/10/2023 07.31;Aplikasi paling merugikan driver, sering di cancel meski udh jalan,mlh merekomendasikan di cancel
Ciputra S.B Piri;1;Negatif;11/10/2023 06.58;Ayolahh.. Semua data yang di minta sudah di masukan dan juga semua sudaj di ganti sesuai permintaan karena di tolak terus. TAPI, KENAPA SELALU DI TOLAK DAN TIDAK MEMBERIKAN PENJELASAN YANG JELAS DAN DETAIL. Bagaimana saya mau mengetahui kesalahan saya kalau semua persyaratan centang hijau semua tapi selalu di tolak?!?!?!?!?!
nur ahmadi;1;Negatif;11/10/2023 06.52;Banyak orderan fiktif saran seharusnya apk penumpang sama apk driver di pisah agar tidak banyak orderan fiktif
Yayasan wadasluhur Peduli yatim dan duafa;5;Positif;11/10/2023 06.31;Ok
Siti Juwita;1;Negatif;11/10/2023 06.01;Aplikasi tolol asal cancel penumpang
Mohammad Safroni (Bang Shapron);5;Positif;11/10/2023 05.58;Semangat pagi, salam aspal untuk semua pejuang aspal, terkhusus untuk aplikator atau manajemen indriver, tolong di buatkan system auto bid, dan hilangkan system tawar-menawar harga, tolong di follow up, terimakasih.
Janet Nugrahaaa;5;Positif;11/10/2023 05.30;luar biasa
Dadan Buldansyah;5;Positif;11/10/2023 05.17;Josss..... pokonya
Kecap Asin;5;Positif;11/10/2023 04.59;Mantap
David Saefudin;1;Negatif;11/10/2023 04.36;pake nya jd bingung yaa, loading Mulu apk nya huffft
Muhammad Falahudin;2;Negatif;11/10/2023 04.18;Kami merasa kecewa. Karena semakin kesini indriver semakin kacau. Sistem di update terus menerus. Tpi hasilnya sama sekali gak ada malah semakin susah kami dapat penumpang. Entah apa yg mereka lakukan. Tolong jangan hanya mementingkan keuntungan anda sendiri tapi pikirkanlah oranglain yg bergantung pada indriver.
Bambang Tri;5;Positif;11/10/2023 04.16;Tampilan sudah cukup baik, tolong tingkatkan lagi security untuk pengguna mod, apk tambahan dan lainnya agar fair dengan driver yang sudah bekerja jujur dan agar tidak merugikan customer. Basmi abis mod, bot, apk tambahan ilegal lainnya 👍🏽🙏🏽
Muhamad Iqbal;1;Negatif;11/10/2023 04.07;Respon dari indrive kalau dm lewat ig lambat banget, gimana kalau misalkan lagi urgent banget. Parahhh
ABIB 997;1;Negatif;11/10/2023 04.06;Kacau lah semenjak diperbaruhi orderan jadi sepi begini !! Kaga pernah masuk - masuk
Yani Yani;5;Positif;11/10/2023 03.27;bgus
Hendri Prasetyo;5;Positif;11/10/2023 03.21;Selalu kalah sama mod/bot... Jarak sudah terdekat dari cs tapi disambar dari jauh
Dani Ramdani;1;Negatif;11/10/2023 02.49;Setelah di apdate jadi tidak bisa masuk,,malah kedetek terus,,padahal ga pake apk pihak ke 3
Sani Hamzah;5;Positif;11/10/2023 02.46;mntap
Rahmat Simper;5;Positif;11/10/2023 02.39;Jarak kurang dari 1 km tidak pernah ada notif... dan selalu masuk di mede offline. Tidak pernah mode offline itu kanpa min
achmad resqi;1;Negatif;11/10/2023 02.10;Jam pasir terus.. ( memuat permintaan transportasi ) bikin hp panas dan batre cepat habis. Tolong diperbaiki. Terimakasih
ainur 05;5;Positif;11/10/2023 01.48;indrive pilihan kurir yg tepat
novi sartika;4;Positif;11/10/2023 01.42;tarif bersaing..
Apri Zaenal;1;Negatif;11/10/2023 01.35;aplikasi eror update gak benar masak riwayat perjalanan tidak bertambah
Edy Aman purba official;5;Positif;11/10/2023 01.27;Sejak download ulang tombol online tidak bisa , kalau ditekan tombol online selalu timbul buka pengaturan, padahal ingin onbid terus . Tolong masukanya . Trims
adek mendala;5;Positif;11/10/2023 01.27;Sudah semakin baik saja, terima kasih banyak 🙏
Budi Muryanto;1;Negatif;11/10/2023 01.22;Aplikasi Dajjal, masa di cancel penumpang saldo dipotong,,,,manah pengembalian dana nya lama, ini mah topup bukan buat narik, tapi buat potongan klo kena cancel penumpang,,,,tolong perbaiki donk, saldo kepotong apabila melakukan perjalanan, jgan main sepihak bgtu, sangat sangat merugikan !!!!
Wulan Eka;1;Negatif;11/10/2023 00.33;"pliss deh ya kek apa bgt driver nya tuh, semisal emg lagi ga pen ngojek gausah deh dinyalain bikin ribet org sialan, dari apk nya juga mending di perbaiki lagi deh soalnya klo buru"" kan jadi telatt anjirrrrr, salam fakkkkk"
Infinix Ruwet;1;Negatif;11/10/2023 00.25;Kita yg pakek ori selalu kalah sama yg pakai mod. Uda seminggu gk dapat orderan
Rizki Harun;1;Negatif;10/10/2023 23.55;Support indrive telalu lama bahkan tidak ada jawaban ketika pengguna apk melaporkan masalah
yogi Maulana;5;Positif;10/10/2023 23.45;Saya pengguna baru. Apakah ada spek hp tertentu yg tidak mendukung aplikasi?karena ada beberapa fitur di aplikasi yg tdk terbuka atau blank seperti proses loading. Seperti fitur tambah dana akun dan notifikasi yg blank. Dan fitur chat CS yg eror.
Pengguna Google;5;Positif;10/10/2023 23.34;versi terbaru ini lebih banyakenguras data, seharusnya dari indrive tidak perlu penampilan foto profil customer dan klu bisa di ikut sertakan peta map di aplikasi agar titik lokasi lebih akurat.
Muhamad Saepurahman;4;Positif;10/10/2023 23.25;Kebanyakan yg pake bot. Masa jarak 100meter kga dpt gua. Tolong di perketat indriver. Menyusahkan para driver yg ori
Ahmad arfansyah;4;Positif;10/10/2023 22.39;"Kok akun saya gk bisa online yaa..? Ada apa ya kira""?"
Mohammad faisal dunggio;5;Positif;10/10/2023 22.20;Kenapa bang akun saya tidak bisa masuk login?
Jon Predy;5;Positif;10/10/2023 21.41;joz
Zet Haling;5;Positif;10/10/2023 21.26;Mantab
Imbran Jolek;5;Positif;10/10/2023 20.21;sangt baik
Misbah Al abroni;5;Positif;10/10/2023 19.40;Makin ksini makin susah dapet orderan nya
Rony Hendry;2;Negatif;10/10/2023 19.28;Cara daftar nya gimana ya kok gak bisa
Ahmad Wahyudi;5;Positif;10/10/2023 19.05;Saya daftar driver motor .kenapa yang muncul driver car ya.. tolong di bantu min admin. Sudah saya perbarui tetep aja driver car ...
Egi Dwijaya;5;Positif;10/10/2023 18.18;Good 👍
Ahmad Siswanto;2;Negatif;10/10/2023 18.08;Kenapa setelah di update semakin kacau
Umbrella chanell;1;Negatif;10/10/2023 17.51;Tolakk terusss capekk hapus sistem customer pilih driver
Brother Guys 14;4;Positif;10/10/2023 17.24;Jumlah perjalanan tidak bertambah, 2 hari tidak narik frequency kerja langsung turun ke low
Suryo Yono;4;Positif;10/10/2023 16.57;membantu
Sudaryadi Adie;1;Negatif;10/10/2023 16.24;Setelah abdet aplikasi indriver versi terbaru...aplikasi indriver saya tidak bisa on bit lagi di karenakan muncul notifikasi yg mengharuskan masuk ke pengaturan notifikasi permintaan baru ...sedangkan di hp saya setelah saya klik tombol pengaturan notifikasi permintaan baru nya tidak tersedia sehingga aplikasi indriver saya tidak bisa on bit lagi ....kalau bisa versi yg terbaru ini di kembalikan seperti versi yg sebelum nya
Muhammad Hasyim;1;Negatif;10/10/2023 16.12;Ini kenapa jadi gini aplikasinya ? Lemot banget, di-update malah ancur gini
Fatkhan Munif;1;Negatif;10/10/2023 15.52;Driver baru gak pernah namanya dapet orderan , masuk lelang aja baru 2x gak pernah dapet , pdhljarak deket banget .. Kebanyakan pake aplikasi pihak ke 3 . Kalau ketahuan lgsg PM aja lahhh
Yuli;1;Negatif;10/10/2023 15.14;Lieur loba error' jeng update
andy sastra;5;Positif;10/10/2023 14.59;mantap
nanda fadila;1;Negatif;10/10/2023 14.58;Baru kali ini indrive jelek banget pelayanan nya massa saya tdi pesan in driver kan kronologi nya saya pesan tdi trus saya tawar 11ribu pas saya pilih bang ojol jamaris di aplikasi ku harga 11 ribu trus saya di jemput dan diantar ke lokasi tujuan pas saya mau bayar kok harga nya beda langsung minta ki 14ribu mdk masuk akal banget 😡😡😡😡😡
papae emput putri;5;Positif;10/10/2023 14.50;Perjalanan tidak berubah,, malahan rating turun, padahal onbid tiap hari dari jam 06 s/d jam 21 dan selalu dapat penumpang, tolong di perbaiki
